clip_id,path,device,material,region,pressure_mpa,flow_ms,noise_category,window,rep,md5,group_id,fold
c3d88ef161d0d,leak acoustic data/pe-NA-0.1648 MPa-3.40 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.1648 MPa,3.40 ms,NA,0,1,38539883520d540ab894f3d0333d89ca,g4041b6d26e,val
c3d97dffa787c,environmental noise/gas pipe-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,gas pipe,3,,a88e5295a6325a694c5ce982247f471f,ge4ed52c56a,train
c3d9f0115f159,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_0-1_4.wav,hydrophone,pe,zone 2,NA,NA,NA,0,4,cd15c9701a2b89a61e519779075567be,g3aa9a8f111,val
c3e3923c46a6a,leak acoustic data/ductile iron-NA-0.3218 MPa-1.15 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3218 MPa,1.15 ms,NA,0,,2b1709ab8cb09e6179cc32a1502a17fa,gbd2ed3f884,val
c3f4ad6feaae7,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_1-2_1.wav,noise logger,ductile iron,zone 1,NA,NA,NA,1,1,205a820cff82a89050cd719104edc162,gd2da168526,train
c3f55dc63fc06,leak acoustic data/pe-NA-0.1648 MPa-3.40 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1648 MPa,3.40 ms,NA,0,,ec189891e0514373626609fa665ad1e1,g4041b6d26e,val
c3f681c16daf0,leak acoustic data/pe-NA-0.306 MPa-0.68 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.306 MPa,0.68 ms,NA,0,1,effb1e759a52892cf89569de2855e9c0,g0d80ac505a,val
c4009fed4726f,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_17.wav,noise logger,ductile iron,NA,NA,NA,NA,0,17,9dccc258c2c6eeb20476fd9c8b768068,g07ac25f1e0,train
c404a4d0bccf9,environmental noise/drilling_3-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,drilling_3,3,,b4c58520bb3c7cd5d9274f19af90e79c,g537fced124,train
c404c110f5014,leak acoustic data/ductile iron-zone 1-0.32 MPa-NA-noise logger-0-1.wav,noise logger,ductile iron,zone 1,0.32 MPa,NA,NA,0,,e1814eefe80d0c86e35ac1ae9bca5d76,gc1728a6abf,val
c405b5009dfcc,leak acoustic data/pe-zone 1-0.25 MPa-NA-noise logger-0-1.wav,noise logger,pe,zone 1,0.25 MPa,NA,NA,0,,8b16bcffbef3daad4259be2ae7f27434,ga2766ef0b5,train
c4065022ff781,environmental noise/grass noise-zone 2-noise logger_2-3_1.wav,noise logger,NA,zone 2,NA,NA,grass noise,2,1,79751732c94506629df21e5f3acb2d99,g5ac5d63683,test
c4123c493a2e2,environmental noise/fan_1-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,fan_1,3,,e68491102c39371fe139964f5862f1a4,ga837d3d43e,test
c4194701114cb,no leak acoustic data/pe-NA-NA-NA-hydrophone_0-1_1.wav,hydrophone,pe,NA,NA,NA,NA,0,1,823554e865db31c452c9289053a1c213,g46286703fa,train
c41d8f7392b73,leak acoustic data/pe-NA-0.3217 MPa-0.90 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3217 MPa,0.90 ms,NA,0,,b0be5102ff169bb3a22191c1fe12ed30,g49a570ad3d,train
c42044c6c967e,environmental noise/rain_3-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,rain_3,0,,531348762b96eeadb36fd7abdfb48097,gdcc02653e5,train
c4223cfd6c9a7,leak acoustic data/pe-NA-0.1545 MPa-3.40 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1545 MPa,3.40 ms,NA,0,,77fc64c0361c7e6ac44a275c54f369ef,gdc4d4d1b74,train
c422b4e502ef8,leak acoustic data/ductile iron-zone 2-0.3235 MPa-0.5 ms-noise logger-0-1.wav,noise logger,ductile iron,zone 2,0.3235 MPa,0.5 ms,NA,0,,030f6f7f304ab151b04bccb3f9f09f7d,gda6e22d87f,train
c423c0ee36b07,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_8.wav,noise logger,ductile iron,NA,NA,NA,NA,3,8,352ce10d12a2937ef4f456021ce1b828,g07ac25f1e0,train
c4241382283c1,leak acoustic data/ductile iron-NA-0.1545 MPa-3.36 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.1545 MPa,3.36 ms,NA,0,1,1dd62c286010e58ac4d58383bbdee5b9,gdc4d4d1b74,train
c424eaa6fb66d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3.wav,noise logger,ductile iron,NA,NA,NA,NA,2,,d701c9f22c1d03b0aefaf45a08029574,g07ac25f1e0,train
c426e0dfd687a,leak acoustic data/pe-NA-0.2580 MPa-4.35 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.2580 MPa,4.35 ms,NA,0,,c0554d24155453e6360fbd26360e1e98,g5fcdfb219d,test
c42980f8ee1d2,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_1-2_2.wav,noise logger,ductile iron,zone 1,NA,NA,NA,1,2,52dfd7415ecfd4088f448c0dac144db4,gd2da168526,train
c43b01676d4a6,leak acoustic data/ductile iron-NA-0.3225 MPa-0.57 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3225 MPa,0.57 ms,NA,0,1,59de1efb1630317f3bd85ddc49f98b59,gc76b064140,test
c43d1d3739c55,environmental noise/engine_3-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,engine_3,0,,c9d8244e1d68b862bf11b2da651885b9,g6a01c96440,test
c43d5de714166,leak acoustic data/pe-NA-0.1192 MPa-2.95 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1192 MPa,2.95 ms,NA,0,,a04033852a300c18ec6c0caeb115a1bb,gf3773ae361,train
c446014999134,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_4.wav,noise logger,pe,zone 2,NA,NA,NA,2,4,0fcd711951d2e5ad08e5a6ae8f3a991b,g3aa9a8f111,val
c44a5700b25a9,leak acoustic data/ductile iron-NA-0.2428 MPa-3.92 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2428 MPa,3.92 ms,NA,0,,aafe3520c9d7d0684c18beb6c86cee9c,gebc8b2a613,val
c44e7e333e49c,environmental noise/engine_3-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,engine_3,4,,f3fa361d407419b0a1225a1e82de80d9,g6a01c96440,test
c451dc9a7aee5,leak acoustic data/ductile iron-NA-0.2283 MPa-3.80 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2283 MPa,3.80 ms,NA,0,,c80da49e4209914f362ef2f9af4ce886,g8a87b14a43,val
c4531f3f68c3d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3_13.wav,noise logger,ductile iron,NA,NA,NA,NA,2,13,90b751214abb041c63305ade75662b7e,g07ac25f1e0,train
c45d529556769,no leak acoustic data/pvc-zone 1-NA-NA-noise logger_2-3.wav,noise logger,pvc,zone 1,NA,NA,NA,2,,fb383baa952c37bee17897819ec964de,g676914d208,test
c45d6fd044845,leak acoustic data/NA-NA-NA-NA-noise logger-0-1_1.wav,noise logger,NA,NA,NA,NA,NA,0,1,6cc8cbaa7453df68b90124284d772cf6,g1e688c389c,train
c45ef1394ce7d,no leak acoustic data/pe-NA-NA-NA-hydrophone_3-4_1.wav,hydrophone,pe,NA,NA,NA,NA,3,1,cc711b2d9a505b5b6ad97e68807908b6,g46286703fa,train
c45faafac76b4,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_4-5_1.wav,hydrophone,ductile iron,zone 2,NA,NA,NA,4,1,dca6f146ef6750e7d76165e4153c7bb0,ga4d5f79c1b,test
c46047f8f11e7,leak acoustic data/pe-NA-0.1446 MPa-3.26 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1446 MPa,3.26 ms,NA,0,,824943b3069665fac2950fb9f1fc3db6,g34d77cd7db,val
c46349e666c00,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5.wav,noise logger,pe,NA,NA,NA,NA,4,,2b6fd1c8b731412ab7e3ddd1acc61416,g46286703fa,train
c46568b3af1b0,no leak acoustic data/steel-zone 1-NA-NA-noise logger_0-1.wav,noise logger,steel,zone 1,NA,NA,NA,0,,bc1b004037025cf939a4352c87d74695,ge9b5969de0,train
c46a2f827cb8e,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_9.wav,noise logger,pe,NA,NA,NA,NA,1,9,b611c0452ce6fb35201497df2807200b,g46286703fa,train
c46bb2eb3f09b,leak acoustic data/pe-zone 2-0.305 MPa-1.6 ms-noise logger-0-1_2.wav,noise logger,pe,zone 2,0.305 MPa,1.6 ms,NA,0,2,c366d87339018257c0b7a7f8a19a5d07,gbd8e42847a,val
c475678ae6ef8,leak acoustic data/ductile iron-NA-0.1217 MPa-3.00 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.1217 MPa,3.00 ms,NA,0,,11d03c852d30f96a4f588ae237857291,g7744cf68eb,train
c4797d1d717aa,no leak acoustic data/pe-zone 2-NA-NA-noise logger_3-4_3.wav,noise logger,pe,zone 2,NA,NA,NA,3,3,6baec23fb2cab712dde8f81f651cd827,g3aa9a8f111,val
c481e6c9d4b12,leak acoustic data/ductile iron-NA-0.3189 MPa-0.35 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.3189 MPa,0.35 ms,NA,0,,b533195295d4459ab70d77dbbce28b8c,g4d92d91f74,val
c483b56484ea5,leak acoustic data/pvc-zone 1-0.32 MPa-NA-noise logger-0-1_2.wav,noise logger,pvc,zone 1,0.32 MPa,NA,NA,0,2,9ce7ae995a7145704486b39fc48d9ed3,ge5a09394ed,train
c483c2ee8d383,leak acoustic data/ductile iron-zone 2-0.3111 MPa-0.15 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3111 MPa,0.15 ms,NA,0,1,f95f5364c6250728e115254278454a2f,g0a0ca7697a,train
c48422d0520de,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_5.wav,noise logger,pe,NA,NA,NA,NA,0,5,c1abf1807503c25da508ad291a1b7c81,g46286703fa,train
c48604ce69cc7,environmental noise/drilling_2-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,drilling_2,0,,ebf103ea7ad7efb4be36e9f295095c5a,g43a5b2e02e,val
c48771c3d97f5,leak acoustic data/ductile iron-NA-0.2269 MPa-3.95 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2269 MPa,3.95 ms,NA,0,,06a3e3aec014612ab8b4760c2feb576a,gf98db9952c,train
c48dec7ba6c91,leak acoustic data/ductile iron-NA-0.3238 MPa-0.45 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3238 MPa,0.45 ms,NA,0,,435a82c7961a0521eee91d99db4e5db6,gf46d1a8b5c,train
c4a7854f53842,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_6.wav,noise logger,ductile iron,NA,NA,NA,NA,1,6,61344823bc45f0363b50fff5655bb890,g07ac25f1e0,train
c4aa009466bd9,leak acoustic data/pe-NA-0.2339 MPa-4.20 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2339 MPa,4.20 ms,NA,0,,42e49cf356ae16f3cd4070c8dca86d97,g31f494f9af,val
c4aa6a51658e8,leak acoustic data/ductile iron-NA-0.3286 MPa-1.40 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.3286 MPa,1.40 ms,NA,0,,9ccaaf443fa41e08ba035e786559f7e2,gbcefe1b7d2,train
c4ab5e59c0389,no leak acoustic data/pe-NA-NA-NA-hydrophone_2-3_4.wav,hydrophone,pe,NA,NA,NA,NA,2,4,6646fe9e80c049089be006881e86f61b,g46286703fa,train
c4ae8944ab2a9,leak acoustic data/pe-NA-0.0717 MPa-2.09 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.0717 MPa,2.09 ms,NA,0,1,76144dfd3d3dff66714fc39cf113db05,g687b1c097c,train
c4b2e80648cd5,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_2.wav,noise logger,pe,NA,NA,NA,NA,0,2,10c660517514079de39b993fc47e512f,g46286703fa,train
c4b8ccff15ae0,leak acoustic data/ductile iron-NA-0.1803 MPa-3.68 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.1803 MPa,3.68 ms,NA,0,,767e1197a2a484e42c10ce99896ce012,gb6e25e47de,train
c4bf6a97e2cae,environmental noise/drilling_1-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,drilling_1,4,,4d63adf5e06839d564da67c2c30d1316,g7318b6ee2e,train
c4bfadb83d3a1,environmental noise/dog_3-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,dog_3,0,,cb23fbf783695ecaec29c7c236f731ec,g9c6563d2be,test
c4c1da453683a,leak acoustic data/ductile iron-NA-0.2437 MPa-3.98 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2437 MPa,3.98 ms,NA,0,,eb703553dd9d367f06f01715aa68cee5,g809b43e6f0,test
c4c44b6b5ad5b,leak acoustic data/pe-zone 2-0.32 MPa-1.26 ms-noise logger-0-1_1.wav,noise logger,pe,zone 2,0.32 MPa,1.26 ms,NA,0,1,f822d8ebac59f5622853400046f49134,ge9f32b8c3c,train
c4ce67f4b6dcb,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_4-5_4.wav,hydrophone,ductile iron,NA,NA,NA,NA,4,4,7bf59a012eb7e7fe483258a5783e0474,g07ac25f1e0,train
c4cebd98eb883,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_4-5_4.wav,hydrophone,pe,zone 2,NA,NA,NA,4,4,2ac1ff863241a5327fc43ce3e997752d,g3aa9a8f111,val
c4d60c890e072,no leak acoustic data/steel-zone 1-NA-NA-noise logger_1-2.wav,noise logger,steel,zone 1,NA,NA,NA,1,,6944b30ec8ab9efced11f23c9950a451,ge9b5969de0,train
c4dd83943373a,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_11.wav,noise logger,pe,NA,NA,NA,NA,0,11,ed9293524b708aae9fdb38a1ba63a019,g46286703fa,train
c4e7f6b33ed4c,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_3.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,3,aec89c9eec6a992fbd376513f1513062,gf731e64668,train
c4e8a21a3dbd8,leak acoustic data/pe-NA-0.3047 MPa-0.73 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3047 MPa,0.73 ms,NA,0,,eedd287fc99d91a0ec7e1eee1cf96bf5,gba26dba9df,test
c4e93daa7ff67,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_0-1.wav,noise logger,ductile iron,zone 1,NA,NA,NA,0,,766b2d570c702d040a2064b04e818705,gd2da168526,train
c4ea61abbc908,leak acoustic data/pe-NA-0.3272 MPa-1.12 ms-noise logger-0-1.wav,noise logger,pe,NA,0.3272 MPa,1.12 ms,NA,0,,a85f0c6a9c4d0d9f9897adae3a918192,g89fe9a38dd,train
c4ebb971b1567,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_7.wav,noise logger,ductile iron,NA,NA,NA,NA,1,7,18b89b56c3fae1b7464633c8299d1735,g07ac25f1e0,train
c4ee01a96314b,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_2.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,2,76f1d16e795a21e9d536d969fe2dfa02,ga4d5f79c1b,test
c4ef9953000c4,leak acoustic data/ductile iron-zone 2-0.326 MPa-1.08 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.326 MPa,1.08 ms,NA,0,,5416aa3f7ecd93e6c09a023ae09e6cf0,g006526d409,train
c4f0131614c87,leak acoustic data/ductile iron-zone 2-0.3251 MPa-1.26 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3251 MPa,1.26 ms,NA,0,1,6de37a5aee4595f2d00968fea45e4e81,g9b81f0fded,train
c4f10806e3732,leak acoustic data/pe-NA-0.2630 MPa-4.11 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2630 MPa,4.11 ms,NA,0,1,4cb9bd0fa075083fed38fffc7b7f135d,g2e6d88fb97,train
c4fb944f67bb2,no leak acoustic data/pe-zone 2-NA-NA-noise logger_1-2.wav,noise logger,pe,zone 2,NA,NA,NA,1,,ea9ef069ffc4f22c60793b584c7431cc,g3aa9a8f111,val
c5024ce133721,no leak acoustic data/pe-NA-NA-NA-hydrophone_2-3.wav,hydrophone,pe,NA,NA,NA,NA,2,,4908fdb9e3740dbb8a7ca37aecc5b289,g46286703fa,train
c50b87f7091de,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_1-2_3.wav,noise logger,ductile iron,zone 2,NA,NA,NA,1,3,400e04c8d99b17ceab65456c9a9bb447,ga4d5f79c1b,test
c50c4f2d91963,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_1-2.wav,hydrophone,pe,zone 2,NA,NA,NA,1,,d555dba46ebc9d02f4de00f636d150ce,g3aa9a8f111,val
c50cd33c4f25e,leak acoustic data/pe-zone 2-NA-NA-hydrophone-0-1_1.wav,hydrophone,pe,zone 2,NA,NA,NA,0,1,1ecccf20cda963413c105f8ae4b816ab,gcff12db88b,val
c511119b56f0a,environmental noise/engine_6-NA-noise logger_4-5.wav,noise logger,NA,NA,NA,NA,engine_6,4,,699a6323f915bdc5c81e3af13d24069e,g23dfe47d1a,test
c51565ea58fe0,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_8.wav,noise logger,pe,NA,NA,NA,NA,0,8,c0edf2ddf3fc103c3774aff3e3776550,g46286703fa,train
c515a9a248c2c,leak acoustic data/pe-NA-0.1726 MPa-3.58 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.1726 MPa,3.58 ms,NA,0,,399d1286bc0427d442e25e3b885f293a,gdc4d4d1b74,train
c515e5a91852d,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_3-4_1.wav,noise logger,ductile iron,zone 2,NA,NA,NA,3,1,2b325d51b6411a7d8771c9c2a40a46a3,ga4d5f79c1b,test
c51941b2ae81a,leak acoustic data/pe-NA-0.3126 MPa-4.85 ms-hydrophone-0-1.wav,hydrophone,pe,NA,0.3126 MPa,4.85 ms,NA,0,,99c26fefd2ed6f72aaa50690968836d5,g221d81070a,val
c51b7eba14bd6,leak acoustic data/pe-NA-0.2495 MPa-4.33 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2495 MPa,4.33 ms,NA,0,1,160039ce16aa735c2a876804a086776a,gdc4d4d1b74,train
c51bc0f90becd,leak acoustic data/ductile iron-NA-0.3137 MPa-0.4 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3137 MPa,0.4 ms,NA,0,1,29a7b5bb1490a853e78243189009c349,g6cad5007b8,train
c51eb51347f21,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_1.wav,noise logger,ductile iron,NA,NA,NA,NA,0,1,fb9eec53b43edfc588afbc1a78f97d2a,g07ac25f1e0,train
c5221e555e452,leak acoustic data/ductile iron-NA-0.2688 MPa-4.21 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2688 MPa,4.21 ms,NA,0,,2d1e9ef484a89953f1b0d786190a389a,g88c7bfd6e1,train
c52262f16cdaa,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_2-3_7.wav,noise logger,ductile iron,zone 2,NA,NA,NA,2,7,ee375a03139882d5f1a4bc8da89d842b,ga4d5f79c1b,test
c5252a01e683d,environmental noise/hydrant_normal-NA-noise logger_2-3.wav,noise logger,NA,NA,NA,NA,hydrant_normal,2,,d3ef07177106c854c05ae30622df989a,g03a8c8e492,train
c52a7051e7040,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1_4.wav,noise logger,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,4,93d9590ee50c52ca6d742bf913568c32,gb8b74c622f,test
c52ac42cd3a00,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_6.wav,noise logger,pe,zone 2,NA,NA,NA,0,6,2d09a7c13e16628a472b549da87f4686,g3aa9a8f111,val
c52d40bdeea80,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_4-5_4.wav,noise logger,ductile iron,zone 2,NA,NA,NA,4,4,f61eb459c89758ae4fe55555d345b24b,ga4d5f79c1b,test
c52ebd5ec2893,leak acoustic data/pe-NA-0.1726 MPa-3.58 ms-noise logger-0-1.wav,noise logger,pe,NA,0.1726 MPa,3.58 ms,NA,0,,c962b524585a729e01c8bfc8eeed6850,gdc4d4d1b74,train
c52fdf1f29a5d,leak acoustic data/pe-zone 2-0.3172 MPa-0.95 ms-noise logger-0-1.wav,noise logger,pe,zone 2,0.3172 MPa,0.95 ms,NA,0,,6bdf3ea982632a8f47d22abd73b75d18,ga7bab1b774,train
c53160ce4a15e,leak acoustic data/ductile iron-zone 2-0.3132 MPa-0.8 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.3132 MPa,0.8 ms,NA,0,,1b35be9db5cce029412bbca0d11c738d,gfe15fdf3e1,test
c538ffa19559f,leak acoustic data/ductile iron-zone 2-0.3237 MPa-1.35 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3237 MPa,1.35 ms,NA,0,1,1b7ce9098689023eb26e3abcb319aa4c,gf4ed344bc4,train
c53c233dacf3e,leak acoustic data/ductile iron-NA-0.2269 MPa-3.95 ms-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.2269 MPa,3.95 ms,NA,0,,00b69da710373fc7f3260d36065178c9,gf98db9952c,train
c53ec11e3e7c7,leak acoustic data/pe-NA-0.2283 MPa-3.80 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.2283 MPa,3.80 ms,NA,0,1,01d118441a8a16e4aba2c603f4f4c784,g8a87b14a43,val
c5405732725d3,leak acoustic data/ductile iron-zone 2-0.3177 MPa-1.15 ms-noise logger-0-1_1.wav,noise logger,ductile iron,zone 2,0.3177 MPa,1.15 ms,NA,0,1,0b4bd50ce47dfd95628911f7a675b8e3,g104fec80fe,train
c5417777b1bbd,leak acoustic data/pe-NA-0.2377 MPa-3.95 ms-noise logger-0-1.wav,noise logger,pe,NA,0.2377 MPa,3.95 ms,NA,0,,362643bfcdb1e2a4139a84a85c8cc382,gcdfe50e5af,test
c5478ba2d5a89,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_3.wav,noise logger,ductile iron,NA,NA,NA,NA,1,3,8937ab308774052d588c16d002af8c8a,g07ac25f1e0,train
c548a3727526c,leak acoustic data/ductile iron-NA-0.2095 MPa-3.70 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.2095 MPa,3.70 ms,NA,0,1,9993cdfac339b080ad7714eb6c9a3951,gfb8be03274,test
c54cff5549618,no leak acoustic data/NA-NA-NA-NA-hydrophone_2-3.wav,hydrophone,NA,NA,NA,NA,NA,2,,f48d358b8b4bd9e670a2c7224eacb83a,g60e6ee291d,train
c54d3b50ef138,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_3.wav,hydrophone,ductile iron,NA,NA,NA,NA,0,3,933e5c81b59d75a9a43a0f8c3660182e,g07ac25f1e0,train
c54ea8cbe7c5a,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_14.wav,noise logger,ductile iron,zone 2,NA,NA,NA,0,14,37d395910e0b938330ce08faab7864c8,ga4d5f79c1b,test
c550fe5319c3d,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_2.wav,noise logger,pe,zone 2,NA,NA,NA,0,2,c65dd8f7ce57491d62ed0df4645b02b9,g3aa9a8f111,val
c5518d26c178b,leak acoustic data/ductile iron-NA-0.32 MPa-NA-hydrophone-0-1.wav,hydrophone,ductile iron,NA,0.32 MPa,NA,NA,0,,28bc84b4f37fc0680f79411347521dbf,g0b43380775,val
c55ae3a3fe08f,leak acoustic data/ductile iron-zone 2-0.3111 MPa-0.15 ms-noise logger-0-1.wav,noise logger,ductile iron,zone 2,0.3111 MPa,0.15 ms,NA,0,,5fef1674f6315f7a6324ce16f98b3fd3,g0a0ca7697a,train
c561239dda450,environmental noise/music_1-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,music_1,3,,19dec90ec5a7b55c43821af0cf5b5f5e,g95233a69d9,train
c568c11597717,leak acoustic data/ductile iron-zone 2-0.312 MPa-0.9 ms-hydrophone-0-1_1.wav,hydrophone,ductile iron,zone 2,0.312 MPa,0.9 ms,NA,0,1,e06bb5f06ed6cede96c6a464c5cc6183,gbd8e42847a,val
c56a2c6ca0892,leak acoustic data/ductile iron-NA-0.2437 MPa-3.98 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2437 MPa,3.98 ms,NA,0,,51b8716ee0f1afb6272ad4e87c43f696,g809b43e6f0,test
c576f9df6e162,environmental noise/engine_6-NA-noise logger_2-3.wav,noise logger,NA,NA,NA,NA,engine_6,2,,71f037934d86f402b5ba34158ffcbfaf,g23dfe47d1a,test
c577bdb8f8808,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5_12.wav,noise logger,pe,NA,NA,NA,NA,4,12,f0340c4a61f83f8cfeefc00723820121,g46286703fa,train
c58521959ee09,leak acoustic data/pe-NA-0.1892 MPa-3.59 ms-noise logger-0-1_1.wav,noise logger,pe,NA,0.1892 MPa,3.59 ms,NA,0,1,2b3bcd3abdbd97595df50a5032ab608a,g72971ef0cc,train
c5882dca3e0a9,environmental noise/drilling_3-NA-noise logger_2-3.wav,noise logger,NA,NA,NA,NA,drilling_3,2,,ac7c4c1e5337d3bff7db0a30a77136e3,g537fced124,train
c59310f45faab,leak acoustic data/pe-zone 2-NA-NA-noise logger-0-1_3.wav,noise logger,pe,zone 2,NA,NA,NA,0,3,84214b42164a926ae484ce14afff58a2,gd2cdf4b672,test
c59494c4e233c,environmental noise/dog_1-NA-noise logger_0-1.wav,noise logger,NA,NA,NA,NA,dog_1,0,,a8b085d5b67ac259c882da495de6b4b3,ge2dbda8d9a,test
c5969ebc6bfcb,leak acoustic data/ductile iron-NA-0.3234 MPa-1.20 ms-noise logger-0-1_1.wav,noise logger,ductile iron,NA,0.3234 MPa,1.20 ms,NA,0,1,f958a706e7d193709480c49597d2f9e4,g1441d18838,train
c5a4c13d780fb,leak acoustic data/ductile iron-NA-0.2242 MPa-3.90 ms-noise logger-0-1.wav,noise logger,ductile iron,NA,0.2242 MPa,3.90 ms,NA,0,,47969faa0dc750292c738d5d40296eaf,gf98db9952c,train
c5adf62854458,leak acoustic data/ductile iron-zone 2-0.3269 MPa-1.40 ms-hydrophone-0-1.wav,hydrophone,ductile iron,zone 2,0.3269 MPa,1.40 ms,NA,0,,5d2826cc7caa93a240ef4e54bd13555d,gd7836f4d3a,test
c5b4522e17477,environmental noise/dog_7-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,dog_7,3,,76d034b2a01e85c98e9cc14e7fc700f8,g04172cba2e,train
c5bba62a4a052,environmental noise/engine_1-NA-noise logger_3-4.wav,noise logger,NA,NA,NA,NA,engine_1,3,,228b53ffb34923d70808f453f8f1016d,g525a02db13,val
c5bbf50ad83e0,environmental noise/hydrant-NA-noise logger_1-2.wav,noise logger,NA,NA,NA,NA,hydrant,1,,a592c9fb0fc27550358d5dc3662c1427,g03a8c8e492,train
c5c25beb01fd8,no leak acoustic data/pe-zone 1-NA-NA-noise logger_3-4.wav,noise logger,pe,zone 1,NA,NA,NA,3,,fd4d006b631b472da73daf716c35184a,gb76766bc43,train
