clip_id,label,label_3c,group_id,device,fold
cd56be4657cb9,no_leak,no_leak,ge17e8581d1,hydrophone,train
cd57a1dedb807,leak,leak,gb20b1e1a5f,noise logger,val
cd57a79d880d6,leak,leak,g5142c16106,noise logger,train
cd5c4ed20c428,no_leak,noise,gfc8ccbf519,noise logger,train
cd60d692b90b1,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cd685547804d1,leak,leak,g071e97a2d7,noise logger,train
cd6dedbfd7d31,no_leak,no_leak,g93f57e4971,noise logger,train
cd6f5fae74ad6,leak,leak,g5a7f00c1ac,noise logger,test
cd723d66f367b,leak,leak,g3e241956a5,noise logger,train
cd75f0c255d24,leak,leak,g9023565265,noise logger,test
cd77404571b67,no_leak,no_leak,g3cc844e970,hydrophone,train
cd77bfd264abc,leak,leak,g03324633a9,hydrophone,train
cd7ccdb024821,no_leak,no_leak,g90d728455c,hydrophone,train
cd7dbf2e752b0,leak,leak,g43955ba8d8,noise logger,val
cd7f4d236ef5e,leak,leak,g6f1d3e5c98,noise logger,train
cd84219c979bd,leak,leak,gcd682aecd9,noise logger,val
cd8911748e7db,leak,leak,gf39aa1d08b,noise logger,test
cd8a933a9f809,no_leak,no_leak,g953e24b384,noise logger,val
cd8de83616f9f,leak,leak,g89e835056a,hydrophone,val
cd8f4f46d9cf9,leak,leak,g4a6cc41e32,noise logger,train
cd953dc82ace5,leak,leak,g4a576e51e1,noise logger,train
cd98d6235a267,no_leak,no_leak,g05e2446a61,noise logger,train
cd9b94bdc892b,no_leak,noise,gafcd56ed8e,noise logger,test
cd9b9fe203a4a,no_leak,noise,g0972f8707d,noise logger,train
cda270054399d,leak,leak,ga4f7cd63f2,noise logger,val
cda365df41e88,no_leak,noise,g9c6aca4851,noise logger,train
cdaa3659f139a,no_leak,no_leak,g953e24b384,noise logger,val
cdabbb10d3783,leak,leak,g557f2dbbfe,noise logger,val
cdaeac1be16b4,leak,leak,g84e6df9a56,noise logger,val
cdafc13bac8e8,no_leak,no_leak,g3cc844e970,hydrophone,train
cdb43ef923ce5,no_leak,noise,g4c731e2c0b,noise logger,train
cdbd5104a19f9,no_leak,noise,gfc8ccbf519,noise logger,train
cdd8e897e34b9,no_leak,no_leak,gea042922d6,noise logger,train
cdda15a414f8b,leak,leak,g286d8484cb,noise logger,train
cdda6f156a595,leak,leak,ge9eb498260,noise logger,train
cddc46af1f80d,leak,leak,g506e358162,noise logger,train
cde2fefb4bce3,leak,leak,g9670315f45,hydrophone,train
cdeff059d9cc1,leak,leak,gf96accfa16,hydrophone,train
cdf620e3977e0,leak,leak,g0dbfb7701f,noise logger,train
cdf7a625f4253,no_leak,no_leak,gea042922d6,noise logger,train
cdfb6c59a814e,no_leak,noise,gf2b94f59db,noise logger,test
cdfbb65196371,no_leak,no_leak,gea042922d6,noise logger,train
cdfc3f3d41888,leak,leak,g857176f12d,noise logger,test
cdfeedc28a277,no_leak,noise,g9f65caa4cc,noise logger,train
ce0594e503562,leak,leak,g9b654f79b0,hydrophone,train
ce05b73f8fce2,leak,leak,gaec16891f4,hydrophone,train
ce083251e3ac8,leak,leak,g7743b0601e,noise logger,val
ce084472188f4,no_leak,no_leak,gcd751f65bd,noise logger,test
ce1aac6216062,leak,leak,g072087e232,noise logger,train
ce1b790795b5b,no_leak,no_leak,gea042922d6,noise logger,train
ce1beb3d64f57,no_leak,no_leak,g93f57e4971,noise logger,train
ce23a06d25d3f,leak,leak,g5142c16106,noise logger,train
ce301c7d88abe,leak,leak,g1c98834423,noise logger,train
ce354143df772,no_leak,no_leak,gea042922d6,noise logger,train
ce375fd85d539,no_leak,no_leak,g89cac0676b,hydrophone,test
ce3c1bbc4dd9c,no_leak,no_leak,g3cc844e970,hydrophone,train
ce3e303f06b4a,no_leak,no_leak,g93f57e4971,noise logger,train
ce419a5dd5696,leak,leak,g286d8484cb,noise logger,train
ce461f134c0c0,no_leak,noise,g3f9430c0b8,noise logger,test
ce49d4559826a,leak,leak,gcd682aecd9,noise logger,val
ce50f51d5c4ed,leak,leak,ga4f7cd63f2,noise logger,val
ce542643f6982,leak,leak,gdbea1a3beb,noise logger,val
ce552fe86d7ad,leak,leak,gdd29498291,hydrophone,val
ce5812e80dc76,no_leak,no_leak,g93f57e4971,noise logger,train
ce5879bae43e3,leak,leak,g2f53a248db,noise logger,train
ce5db6f4b0065,leak,leak,gf512398317,noise logger,train
ce5f08be3057b,no_leak,noise,gee16bed717,noise logger,val
ce64c6fe56b6f,leak,leak,g557f2dbbfe,noise logger,val
ce6b09ac87525,leak,leak,gbb125903cd,noise logger,val
ce6e8406e4611,no_leak,no_leak,g1a1e006151,noise logger,test
ce739a13228a2,no_leak,no_leak,g953e24b384,noise logger,val
ce771af614f4e,leak,leak,gf2b8dc8cc4,noise logger,test
ce7890384071e,leak,leak,g8c35de79ea,noise logger,test
ce7ade7ead403,no_leak,no_leak,g3fbe7ffa72,noise logger,test
ce888f1dcc998,no_leak,noise,g48faea8687,noise logger,train
ce8e3e604efc2,no_leak,no_leak,g3cc844e970,hydrophone,train
ce8e858b4feb5,no_leak,no_leak,g1a1e006151,noise logger,test
ce8ec2b9eb1e6,no_leak,no_leak,g953e24b384,noise logger,val
ce90e1bba068b,leak,leak,gf0e3e6996d,noise logger,val
ce914b2fa714b,leak,leak,gfe2c13e312,hydrophone,train
ce9306276d909,no_leak,no_leak,ge461b80ac9,hydrophone,train
ce99fd42b092c,no_leak,no_leak,g60510d1e14,hydrophone,val
ce9e41f1fb94c,leak,leak,g125193aea6,noise logger,val
ce9e94229ff8d,leak,leak,g84e6df9a56,noise logger,val
ce9f8e682dd05,leak,leak,g3430d68adc,hydrophone,train
ce9fd92c4a590,no_leak,no_leak,g60510d1e14,hydrophone,val
cea1a896ed055,leak,leak,g3a8833c1c3,noise logger,train
ceadd661714f4,no_leak,no_leak,g93f57e4971,noise logger,train
ceae8d33d3df9,leak,leak,g3d4b25b25b,noise logger,train
ceb33347ccde5,no_leak,no_leak,g05e2446a61,noise logger,train
ceb6b92f7014f,leak,leak,g8c9a02b901,noise logger,test
ceb7930de201b,leak,leak,g61c4edb6da,noise logger,val
ceb7bd6af5bb2,leak,leak,g4b989c8c92,hydrophone,train
cebff776d825f,leak,leak,gc9bce57238,noise logger,train
cec6eb5d6bb6d,no_leak,no_leak,gea042922d6,noise logger,train
cec900513d460,no_leak,noise,ga2e1cd2b30,noise logger,val
cece6c73e4c2c,no_leak,no_leak,g953e24b384,noise logger,val
cecee97a5f68b,no_leak,no_leak,g93f57e4971,noise logger,train
ced14aac5bc4b,leak,leak,g462d4b1089,hydrophone,train
ced788f1801c0,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cedb58b88ad47,leak,leak,gfb96d0b918,hydrophone,train
cee953e2d677e,no_leak,no_leak,gea042922d6,noise logger,train
cef064422669b,no_leak,noise,g6cbb81280e,noise logger,test
cef72ea94f31b,leak,leak,g7d351db452,noise logger,train
cefc3c34b023a,no_leak,no_leak,g953e24b384,noise logger,val
cefce163453ec,no_leak,no_leak,g506666f9cd,noise logger,val
cf0203b39f111,leak,leak,g951b8e75a2,noise logger,train
cf076bc271b4d,no_leak,no_leak,g89cac0676b,hydrophone,test
cf0cec714c72c,no_leak,no_leak,g953e24b384,noise logger,val
cf13ae03abca4,no_leak,no_leak,g3fbe7ffa72,noise logger,test
cf1416fbfa060,no_leak,no_leak,g094234dd26,hydrophone,train
cf18efa6f8140,no_leak,no_leak,g1a1e006151,noise logger,test
cf20eb94343c1,no_leak,noise,g8dd889efaf,noise logger,val
cf30a5cc20f8f,leak,leak,gfde33bb53e,noise logger,test
cf3139a61a039,leak,leak,g068e265d28,noise logger,train
cf326419a4fd1,no_leak,noise,ga57a371b12,noise logger,train
cf380ea25a6e8,no_leak,no_leak,g93f57e4971,noise logger,train
cf3aa514d44bd,no_leak,no_leak,g506666f9cd,noise logger,val
cf3c65fad2914,no_leak,no_leak,g05e2446a61,noise logger,train
cf4479d3a94a4,no_leak,noise,ga57a371b12,noise logger,train
cf49b0d124b71,leak,leak,g3d5a76ee91,hydrophone,train
cf4c7a3c10ff8,leak,leak,g73533571c1,hydrophone,test
cf4d3f55a31db,leak,leak,geac9851f1d,noise logger,train
cf5098eb05e07,no_leak,no_leak,g094234dd26,hydrophone,train
cf591447e4f2d,leak,leak,g16dba11b35,hydrophone,train
cf5b0b2b7b49e,no_leak,no_leak,g1a1e006151,noise logger,test
cf5d0f60ed9c7,leak,leak,gbb284a8204,noise logger,train
cf5ecd8ea527c,leak,leak,g4aaf064e27,noise logger,train
cf63fc929563a,leak,leak,g84e6df9a56,noise logger,val
cf67383e28a59,leak,leak,g125193aea6,noise logger,val
cf6854f88121d,leak,leak,gf0e3e6996d,noise logger,val
cf6ef9ac3c7d2,leak,leak,g2568a67ee7,noise logger,train
cf707df74d074,leak,leak,g8c35de79ea,noise logger,test
cf7132f496056,no_leak,noise,g4f536cdb1f,noise logger,train
cf73f96cf1612,leak,leak,gf1c04860a1,hydrophone,train
cf77a652c5c7e,leak,leak,gd633d9c2a7,noise logger,test
cf7a6821aa59d,leak,leak,g4a6cc41e32,noise logger,train
cf7b9a4168a3a,no_leak,no_leak,g953e24b384,noise logger,val
cf7be2e3090ec,no_leak,no_leak,ge461b80ac9,hydrophone,train
cf832e40b0d24,leak,leak,g0acca23c7a,noise logger,train
cf916a496c467,no_leak,no_leak,g1a1e006151,noise logger,test
cf9cb173ecb0c,no_leak,no_leak,g93f57e4971,noise logger,train
cfa176d0021b2,no_leak,no_leak,g93f57e4971,noise logger,train
cfa95a14b4d7d,no_leak,no_leak,g93f57e4971,noise logger,train
cfa97c90a7351,no_leak,no_leak,g094234dd26,hydrophone,train
cfb09e0398315,leak,leak,g920bffa786,noise logger,train
cfb359dcca238,leak,leak,g14c7558ceb,noise logger,train
cfbf0b917b01c,no_leak,no_leak,g3cc844e970,hydrophone,train
cfc0e625fbb0d,leak,leak,ga64206c2eb,noise logger,train
cfca7d097adda,leak,leak,g0144df7ccf,noise logger,train
cfcca8941c20e,no_leak,no_leak,gea042922d6,noise logger,train
cfd344e8d3d03,no_leak,no_leak,gea042922d6,noise logger,train
cfdc594e4e897,no_leak,no_leak,g3cc844e970,hydrophone,train
cfe91097f0a9f,leak,leak,gfa0873ca10,NA,train
cfe96ddf1bb64,leak,leak,gde53b015c4,hydrophone,train
cfea1368453c6,leak,leak,g84e6df9a56,noise logger,val
cfec080e3b840,no_leak,no_leak,g953e24b384,noise logger,val
cfee4f9fd8787,no_leak,no_leak,g953e24b384,noise logger,val
cfef34587304a,leak,leak,gf108757733,noise logger,train
cff534b9287cd,leak,leak,g4c6731efc4,noise logger,test
cff7b80d1e412,no_leak,no_leak,gcd751f65bd,noise logger,test
cffc7c8347bce,no_leak,noise,gbc5a7596b0,noise logger,train
cffe7e7913ec3,no_leak,no_leak,gcd751f65bd,noise logger,test
cfffab6130809,no_leak,no_leak,g3fbe7ffa72,noise logger,test
