clip_id,label,label_3c,group_id,fold
cf6ef9ac3c7d2,leak,leak,gc88aa3442a,train
cf707df74d074,leak,leak,gdc4d4d1b74,train
cf7132f496056,no_leak,noise,g04172cba2e,train
cf73f96cf1612,leak,leak,g23ae8baa16,test
cf77a652c5c7e,leak,leak,gc1728a6abf,val
cf7a6821aa59d,leak,leak,gdc4d4d1b74,train
cf7b9a4168a3a,no_leak,no_leak,g46286703fa,train
cf7be2e3090ec,no_leak,no_leak,g3aa9a8f111,val
cf832e40b0d24,leak,leak,g63ca5c18d8,test
cf916a496c467,no_leak,no_leak,gd2da168526,train
cf9cb173ecb0c,no_leak,no_leak,g07ac25f1e0,train
cfa176d0021b2,no_leak,no_leak,g07ac25f1e0,train
cfa95a14b4d7d,no_leak,no_leak,g07ac25f1e0,train
cfa97c90a7351,no_leak,no_leak,ga4d5f79c1b,test
cfb09e0398315,leak,leak,ge188dad1c5,train
cfb359dcca238,leak,leak,gbcf550a5ee,train
cfbf0b917b01c,no_leak,no_leak,g07ac25f1e0,train
cfc0e625fbb0d,leak,leak,g5a209470f2,train
cfca7d097adda,leak,leak,g23ae8baa16,test
cfcca8941c20e,no_leak,no_leak,g3aa9a8f111,val
cfd344e8d3d03,no_leak,no_leak,g3aa9a8f111,val
cfdc594e4e897,no_leak,no_leak,g07ac25f1e0,train
cfe91097f0a9f,leak,leak,gc89e33d79b,val
cfe96ddf1bb64,leak,leak,g23a48db512,train
cfea1368453c6,leak,leak,gf731e64668,train
cfec080e3b840,no_leak,no_leak,g46286703fa,train
cfee4f9fd8787,no_leak,no_leak,g46286703fa,train
cfef34587304a,leak,leak,gb06646d0cf,test
cff534b9287cd,leak,leak,gd5a38bc872,train
cff7b80d1e412,no_leak,no_leak,g60e6ee291d,train
cffc7c8347bce,no_leak,noise,gd61c1fa88a,train
cffe7e7913ec3,no_leak,no_leak,g60e6ee291d,train
cfffab6130809,no_leak,no_leak,ga4d5f79c1b,test
