clip_id,path,material,region,pressure_mpa,flow_ms,noise_category,window,rep,md5,group_id,fold
c42044c6c967e,environmental noise/rain_3-NA-noise logger_0-1.wav,NA,NA,NA,NA,rain_3,0,,531348762b96eeadb36fd7abdfb48097,gc338fc839e,train
c4223cfd6c9a7,leak acoustic data/pe-NA-0.1545 MPa-3.40 ms-hydrophone-0-1.wav,pe,NA,0.1545 MPa,3.40 ms,NA,0,,77fc64c0361c7e6ac44a275c54f369ef,ga264ca40cc,train
c422b4e502ef8,leak acoustic data/ductile iron-zone 2-0.3235 MPa-0.5 ms-noise logger-0-1.wav,ductile iron,zone 2,0.3235 MPa,0.5 ms,NA,0,,030f6f7f304ab151b04bccb3f9f09f7d,g45714eae75,train
c423c0ee36b07,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_8.wav,ductile iron,NA,NA,NA,NA,3,8,352ce10d12a2937ef4f456021ce1b828,g93f57e4971,train
c4241382283c1,leak acoustic data/ductile iron-NA-0.1545 MPa-3.36 ms-noise logger-0-1_1.wav,ductile iron,NA,0.1545 MPa,3.36 ms,NA,0,1,1dd62c286010e58ac4d58383bbdee5b9,g286d8484cb,train
c424eaa6fb66d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3.wav,ductile iron,NA,NA,NA,NA,2,,d701c9f22c1d03b0aefaf45a08029574,g93f57e4971,train
c426e0dfd687a,leak acoustic data/pe-NA-0.2580 MPa-4.35 ms-hydrophone-0-1.wav,pe,NA,0.2580 MPa,4.35 ms,NA,0,,c0554d24155453e6360fbd26360e1e98,g22f99b9ae0,train
c42980f8ee1d2,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_1-2_2.wav,ductile iron,zone 1,NA,NA,NA,1,2,52dfd7415ecfd4088f448c0dac144db4,g1a1e006151,test
c43b01676d4a6,leak acoustic data/ductile iron-NA-0.3225 MPa-0.57 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3225 MPa,0.57 ms,NA,0,1,59de1efb1630317f3bd85ddc49f98b59,geeb689b816,train
c43d1d3739c55,environmental noise/engine_3-NA-noise logger_0-1.wav,NA,NA,NA,NA,engine_3,0,,c9d8244e1d68b862bf11b2da651885b9,g5e13531e77,train
c43d5de714166,leak acoustic data/pe-NA-0.1192 MPa-2.95 ms-noise logger-0-1.wav,pe,NA,0.1192 MPa,2.95 ms,NA,0,,a04033852a300c18ec6c0caeb115a1bb,g4618439c18,val
c446014999134,no leak acoustic data/pe-zone 2-NA-NA-noise logger_2-3_4.wav,pe,zone 2,NA,NA,NA,2,4,0fcd711951d2e5ad08e5a6ae8f3a991b,gea042922d6,train
c44a5700b25a9,leak acoustic data/ductile iron-NA-0.2428 MPa-3.92 ms-hydrophone-0-1.wav,ductile iron,NA,0.2428 MPa,3.92 ms,NA,0,,aafe3520c9d7d0684c18beb6c86cee9c,g95b4121ccc,train
c44e7e333e49c,environmental noise/engine_3-NA-noise logger_4-5.wav,NA,NA,NA,NA,engine_3,4,,f3fa361d407419b0a1225a1e82de80d9,g5e13531e77,train
c451dc9a7aee5,leak acoustic data/ductile iron-NA-0.2283 MPa-3.80 ms-noise logger-0-1.wav,ductile iron,NA,0.2283 MPa,3.80 ms,NA,0,,c80da49e4209914f362ef2f9af4ce886,g490c8b2595,train
c4531f3f68c3d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3_13.wav,ductile iron,NA,NA,NA,NA,2,13,90b751214abb041c63305ade75662b7e,g93f57e4971,train
c45d529556769,no leak acoustic data/pvc-zone 1-NA-NA-noise logger_2-3.wav,pvc,zone 1,NA,NA,NA,2,,fb383baa952c37bee17897819ec964de,g506666f9cd,val
c45d6fd044845,leak acoustic data/NA-NA-NA-NA-noise logger-0-1_1.wav,NA,NA,NA,NA,NA,0,1,6cc8cbaa7453df68b90124284d772cf6,g91fbce6ceb,test
c45ef1394ce7d,no leak acoustic data/pe-NA-NA-NA-hydrophone_3-4_1.wav,pe,NA,NA,NA,NA,3,1,cc711b2d9a505b5b6ad97e68807908b6,g89cac0676b,test
c45faafac76b4,no leak acoustic data/ductile iron-zone 2-NA-NA-hydrophone_4-5_1.wav,ductile iron,zone 2,NA,NA,NA,4,1,dca6f146ef6750e7d76165e4153c7bb0,g094234dd26,train
c46047f8f11e7,leak acoustic data/pe-NA-0.1446 MPa-3.26 ms-noise logger-0-1.wav,pe,NA,0.1446 MPa,3.26 ms,NA,0,,824943b3069665fac2950fb9f1fc3db6,gd8928d0702,train
c46349e666c00,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5.wav,pe,NA,NA,NA,NA,4,,2b6fd1c8b731412ab7e3ddd1acc61416,g953e24b384,val
c46568b3af1b0,no leak acoustic data/steel-zone 1-NA-NA-noise logger_0-1.wav,steel,zone 1,NA,NA,NA,0,,bc1b004037025cf939a4352c87d74695,g3dc66f5a62,train
c46a2f827cb8e,no leak acoustic data/pe-NA-NA-NA-noise logger_1-2_9.wav,pe,NA,NA,NA,NA,1,9,b611c0452ce6fb35201497df2807200b,g953e24b384,val
c46bb2eb3f09b,leak acoustic data/pe-zone 2-0.305 MPa-1.6 ms-noise logger-0-1_2.wav,pe,zone 2,0.305 MPa,1.6 ms,NA,0,2,c366d87339018257c0b7a7f8a19a5d07,g506e358162,train
c475678ae6ef8,leak acoustic data/ductile iron-NA-0.1217 MPa-3.00 ms-hydrophone-0-1.wav,ductile iron,NA,0.1217 MPa,3.00 ms,NA,0,,11d03c852d30f96a4f588ae237857291,ge8847668a7,train
c4797d1d717aa,no leak acoustic data/pe-zone 2-NA-NA-noise logger_3-4_3.wav,pe,zone 2,NA,NA,NA,3,3,6baec23fb2cab712dde8f81f651cd827,gea042922d6,train
c481e6c9d4b12,leak acoustic data/ductile iron-NA-0.3189 MPa-0.35 ms-noise logger-0-1.wav,ductile iron,NA,0.3189 MPa,0.35 ms,NA,0,,b533195295d4459ab70d77dbbce28b8c,g43e94f21f9,train
c483b56484ea5,leak acoustic data/pvc-zone 1-0.32 MPa-NA-noise logger-0-1_2.wav,pvc,zone 1,0.32 MPa,NA,NA,0,2,9ce7ae995a7145704486b39fc48d9ed3,ge955baee5a,train
c483c2ee8d383,leak acoustic data/ductile iron-zone 2-0.3111 MPa-0.15 ms-noise logger-0-1_1.wav,ductile iron,zone 2,0.3111 MPa,0.15 ms,NA,0,1,f95f5364c6250728e115254278454a2f,gebd2f87f75,train
c48422d0520de,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_5.wav,pe,NA,NA,NA,NA,0,5,c1abf1807503c25da508ad291a1b7c81,g953e24b384,val
c48604ce69cc7,environmental noise/drilling_2-NA-noise logger_0-1.wav,NA,NA,NA,NA,drilling_2,0,,ebf103ea7ad7efb4be36e9f295095c5a,g8f7a0cb859,train
c48771c3d97f5,leak acoustic data/ductile iron-NA-0.2269 MPa-3.95 ms-noise logger-0-1.wav,ductile iron,NA,0.2269 MPa,3.95 ms,NA,0,,06a3e3aec014612ab8b4760c2feb576a,g4a576e51e1,train
c48dec7ba6c91,leak acoustic data/ductile iron-NA-0.3238 MPa-0.45 ms-hydrophone-0-1.wav,ductile iron,NA,0.3238 MPa,0.45 ms,NA,0,,435a82c7961a0521eee91d99db4e5db6,g3a101f83e1,train
c4a7854f53842,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_6.wav,ductile iron,NA,NA,NA,NA,1,6,61344823bc45f0363b50fff5655bb890,g93f57e4971,train
c4aa009466bd9,leak acoustic data/pe-NA-0.2339 MPa-4.20 ms-noise logger-0-1.wav,pe,NA,0.2339 MPa,4.20 ms,NA,0,,42e49cf356ae16f3cd4070c8dca86d97,gc9bce57238,train
c4aa6a51658e8,leak acoustic data/ductile iron-NA-0.3286 MPa-1.40 ms-hydrophone-0-1.wav,ductile iron,NA,0.3286 MPa,1.40 ms,NA,0,,9ccaaf443fa41e08ba035e786559f7e2,g5000572014,train
c4ab5e59c0389,no leak acoustic data/pe-NA-NA-NA-hydrophone_2-3_4.wav,pe,NA,NA,NA,NA,2,4,6646fe9e80c049089be006881e86f61b,g89cac0676b,test
c4ae8944ab2a9,leak acoustic data/pe-NA-0.0717 MPa-2.09 ms-noise logger-0-1_1.wav,pe,NA,0.0717 MPa,2.09 ms,NA,0,1,76144dfd3d3dff66714fc39cf113db05,gf3e5ccf98e,val
c4b2e80648cd5,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_2.wav,pe,NA,NA,NA,NA,0,2,10c660517514079de39b993fc47e512f,g953e24b384,val
c4b8ccff15ae0,leak acoustic data/ductile iron-NA-0.1803 MPa-3.68 ms-noise logger-0-1.wav,ductile iron,NA,0.1803 MPa,3.68 ms,NA,0,,767e1197a2a484e42c10ce99896ce012,gdbd857e593,train
c4bf6a97e2cae,environmental noise/drilling_1-NA-noise logger_4-5.wav,NA,NA,NA,NA,drilling_1,4,,4d63adf5e06839d564da67c2c30d1316,g7a1bb411f9,train
c4bfadb83d3a1,environmental noise/dog_3-NA-noise logger_0-1.wav,NA,NA,NA,NA,dog_3,0,,cb23fbf783695ecaec29c7c236f731ec,gdb1eae8552,val
c4c1da453683a,leak acoustic data/ductile iron-NA-0.2437 MPa-3.98 ms-hydrophone-0-1.wav,ductile iron,NA,0.2437 MPa,3.98 ms,NA,0,,eb703553dd9d367f06f01715aa68cee5,ga6e3a5a671,train
c4c44b6b5ad5b,leak acoustic data/pe-zone 2-0.32 MPa-1.26 ms-noise logger-0-1_1.wav,pe,zone 2,0.32 MPa,1.26 ms,NA,0,1,f822d8ebac59f5622853400046f49134,g9e7f324ad1,test
c4ce67f4b6dcb,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_4-5_4.wav,ductile iron,NA,NA,NA,NA,4,4,7bf59a012eb7e7fe483258a5783e0474,g3cc844e970,train
c4cebd98eb883,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_4-5_4.wav,pe,zone 2,NA,NA,NA,4,4,2ac1ff863241a5327fc43ce3e997752d,ge461b80ac9,train
c4d60c890e072,no leak acoustic data/steel-zone 1-NA-NA-noise logger_1-2.wav,steel,zone 1,NA,NA,NA,1,,6944b30ec8ab9efced11f23c9950a451,g3dc66f5a62,train
c4dd83943373a,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_11.wav,pe,NA,NA,NA,NA,0,11,ed9293524b708aae9fdb38a1ba63a019,g953e24b384,val
c4e7f6b33ed4c,leak acoustic data/ductile iron-zone 2-NA-NA-noise logger-0-1_3.wav,ductile iron,zone 2,NA,NA,NA,0,3,aec89c9eec6a992fbd376513f1513062,g84e6df9a56,val
c4e8a21a3dbd8,leak acoustic data/pe-NA-0.3047 MPa-0.73 ms-noise logger-0-1.wav,pe,NA,0.3047 MPa,0.73 ms,NA,0,,eedd287fc99d91a0ec7e1eee1cf96bf5,g608ed34a62,train
c4e93daa7ff67,no leak acoustic data/ductile iron-zone 1-NA-NA-noise logger_0-1.wav,ductile iron,zone 1,NA,NA,NA,0,,766b2d570c702d040a2064b04e818705,g1a1e006151,test
c4ea61abbc908,leak acoustic data/pe-NA-0.3272 MPa-1.12 ms-noise logger-0-1.wav,pe,NA,0.3272 MPa,1.12 ms,NA,0,,a85f0c6a9c4d0d9f9897adae3a918192,gfd5a19364f,val
c4ebb971b1567,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_7.wav,ductile iron,NA,NA,NA,NA,1,7,18b89b56c3fae1b7464633c8299d1735,g93f57e4971,train
c4ee01a96314b,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_2.wav,ductile iron,zone 2,NA,NA,NA,0,2,76f1d16e795a21e9d536d969fe2dfa02,g3fbe7ffa72,test
c4ef9953000c4,leak acoustic data/ductile iron-zone 2-0.326 MPa-1.08 ms-hydrophone-0-1.wav,ductile iron,zone 2,0.326 MPa,1.08 ms,NA,0,,5416aa3f7ecd93e6c09a023ae09e6cf0,g7b4758ba43,train
c4f0131614c87,leak acoustic data/ductile iron-zone 2-0.3251 MPa-1.26 ms-noise logger-0-1_1.wav,ductile iron,zone 2,0.3251 MPa,1.26 ms,NA,0,1,6de37a5aee4595f2d00968fea45e4e81,ge294e6a1f3,train
c4f10806e3732,leak acoustic data/pe-NA-0.2630 MPa-4.11 ms-noise logger-0-1_1.wav,pe,NA,0.2630 MPa,4.11 ms,NA,0,1,4cb9bd0fa075083fed38fffc7b7f135d,g41c64e6544,test
c4fb944f67bb2,no leak acoustic data/pe-zone 2-NA-NA-noise logger_1-2.wav,pe,zone 2,NA,NA,NA,1,,ea9ef069ffc4f22c60793b584c7431cc,gea042922d6,train
c5024ce133721,no leak acoustic data/pe-NA-NA-NA-hydrophone_2-3.wav,pe,NA,NA,NA,NA,2,,4908fdb9e3740dbb8a7ca37aecc5b289,g89cac0676b,test
c50b87f7091de,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_1-2_3.wav,ductile iron,zone 2,NA,NA,NA,1,3,400e04c8d99b17ceab65456c9a9bb447,g3fbe7ffa72,test
c50c4f2d91963,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_1-2.wav,pe,zone 2,NA,NA,NA,1,,d555dba46ebc9d02f4de00f636d150ce,ge461b80ac9,train
c50cd33c4f25e,leak acoustic data/pe-zone 2-NA-NA-hydrophone-0-1_1.wav,pe,zone 2,NA,NA,NA,0,1,1ecccf20cda963413c105f8ae4b816ab,g462d4b1089,train
c511119b56f0a,environmental noise/engine_6-NA-noise logger_4-5.wav,NA,NA,NA,NA,engine_6,4,,699a6323f915bdc5c81e3af13d24069e,g73818a446f,val
c51565ea58fe0,no leak acoustic data/pe-NA-NA-NA-noise logger_0-1_8.wav,pe,NA,NA,NA,NA,0,8,c0edf2ddf3fc103c3774aff3e3776550,g953e24b384,val
c515a9a248c2c,leak acoustic data/pe-NA-0.1726 MPa-3.58 ms-hydrophone-0-1.wav,pe,NA,0.1726 MPa,3.58 ms,NA,0,,399d1286bc0427d442e25e3b885f293a,g0d87d3c09a,train
c515e5a91852d,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_3-4_1.wav,ductile iron,zone 2,NA,NA,NA,3,1,2b325d51b6411a7d8771c9c2a40a46a3,g3fbe7ffa72,test
c51941b2ae81a,leak acoustic data/pe-NA-0.3126 MPa-4.85 ms-hydrophone-0-1.wav,pe,NA,0.3126 MPa,4.85 ms,NA,0,,99c26fefd2ed6f72aaa50690968836d5,g898c7b63a7,train
c51b7eba14bd6,leak acoustic data/pe-NA-0.2495 MPa-4.33 ms-noise logger-0-1_1.wav,pe,NA,0.2495 MPa,4.33 ms,NA,0,1,160039ce16aa735c2a876804a086776a,gb3c1e9585c,train
c51bc0f90becd,leak acoustic data/ductile iron-NA-0.3137 MPa-0.4 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3137 MPa,0.4 ms,NA,0,1,29a7b5bb1490a853e78243189009c349,gbbc4cf2d36,train
c51eb51347f21,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_1.wav,ductile iron,NA,NA,NA,NA,0,1,fb9eec53b43edfc588afbc1a78f97d2a,g93f57e4971,train
c5221e555e452,leak acoustic data/ductile iron-NA-0.2688 MPa-4.21 ms-hydrophone-0-1.wav,ductile iron,NA,0.2688 MPa,4.21 ms,NA,0,,2d1e9ef484a89953f1b0d786190a389a,gc93c129beb,train
c52262f16cdaa,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_2-3_7.wav,ductile iron,zone 2,NA,NA,NA,2,7,ee375a03139882d5f1a4bc8da89d842b,g3fbe7ffa72,test
c5252a01e683d,environmental noise/hydrant_normal-NA-noise logger_2-3.wav,NA,NA,NA,NA,hydrant_normal,2,,d3ef07177106c854c05ae30622df989a,g48faea8687,train
c52a7051e7040,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1_4.wav,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,4,93d9590ee50c52ca6d742bf913568c32,ge2e91c6ef4,train
c52ac42cd3a00,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_6.wav,pe,zone 2,NA,NA,NA,0,6,2d09a7c13e16628a472b549da87f4686,gea042922d6,train
c52d40bdeea80,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_4-5_4.wav,ductile iron,zone 2,NA,NA,NA,4,4,f61eb459c89758ae4fe55555d345b24b,g3fbe7ffa72,test
c52ebd5ec2893,leak acoustic data/pe-NA-0.1726 MPa-3.58 ms-noise logger-0-1.wav,pe,NA,0.1726 MPa,3.58 ms,NA,0,,c962b524585a729e01c8bfc8eeed6850,ga5d7a7c25b,train
c52fdf1f29a5d,leak acoustic data/pe-zone 2-0.3172 MPa-0.95 ms-noise logger-0-1.wav,pe,zone 2,0.3172 MPa,0.95 ms,NA,0,,6bdf3ea982632a8f47d22abd73b75d18,g91e35525fa,train
c53160ce4a15e,leak acoustic data/ductile iron-zone 2-0.3132 MPa-0.8 ms-hydrophone-0-1.wav,ductile iron,zone 2,0.3132 MPa,0.8 ms,NA,0,,1b35be9db5cce029412bbca0d11c738d,g2b5e88ca49,test
c538ffa19559f,leak acoustic data/ductile iron-zone 2-0.3237 MPa-1.35 ms-noise logger-0-1_1.wav,ductile iron,zone 2,0.3237 MPa,1.35 ms,NA,0,1,1b7ce9098689023eb26e3abcb319aa4c,g3430d68adc,train
c53c233dacf3e,leak acoustic data/ductile iron-NA-0.2269 MPa-3.95 ms-hydrophone-0-1.wav,ductile iron,NA,0.2269 MPa,3.95 ms,NA,0,,00b69da710373fc7f3260d36065178c9,ga3c57089d6,val
c53ec11e3e7c7,leak acoustic data/pe-NA-0.2283 MPa-3.80 ms-noise logger-0-1_1.wav,pe,NA,0.2283 MPa,3.80 ms,NA,0,1,01d118441a8a16e4aba2c603f4f4c784,ga2ddd8b5ff,train
c5405732725d3,leak acoustic data/ductile iron-zone 2-0.3177 MPa-1.15 ms-noise logger-0-1_1.wav,ductile iron,zone 2,0.3177 MPa,1.15 ms,NA,0,1,0b4bd50ce47dfd95628911f7a675b8e3,g64ce126ceb,test
c5417777b1bbd,leak acoustic data/pe-NA-0.2377 MPa-3.95 ms-noise logger-0-1.wav,pe,NA,0.2377 MPa,3.95 ms,NA,0,,362643bfcdb1e2a4139a84a85c8cc382,g779474bd13,train
c5478ba2d5a89,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_3.wav,ductile iron,NA,NA,NA,NA,1,3,8937ab308774052d588c16d002af8c8a,g93f57e4971,train
c548a3727526c,leak acoustic data/ductile iron-NA-0.2095 MPa-3.70 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2095 MPa,3.70 ms,NA,0,1,9993cdfac339b080ad7714eb6c9a3951,gdbc5929ddb,train
c54cff5549618,no leak acoustic data/NA-NA-NA-NA-hydrophone_2-3.wav,NA,NA,NA,NA,NA,2,,f48d358b8b4bd9e670a2c7224eacb83a,g90d728455c,train
c54d3b50ef138,no leak acoustic data/ductile iron-NA-NA-NA-hydrophone_0-1_3.wav,ductile iron,NA,NA,NA,NA,0,3,933e5c81b59d75a9a43a0f8c3660182e,g3cc844e970,train
c54ea8cbe7c5a,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_0-1_14.wav,ductile iron,zone 2,NA,NA,NA,0,14,37d395910e0b938330ce08faab7864c8,g3fbe7ffa72,test
c550fe5319c3d,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_2.wav,pe,zone 2,NA,NA,NA,0,2,c65dd8f7ce57491d62ed0df4645b02b9,gea042922d6,train
c5518d26c178b,leak acoustic data/ductile iron-NA-0.32 MPa-NA-hydrophone-0-1.wav,ductile iron,NA,0.32 MPa,NA,NA,0,,28bc84b4f37fc0680f79411347521dbf,g92ff845564,val
c55ae3a3fe08f,leak acoustic data/ductile iron-zone 2-0.3111 MPa-0.15 ms-noise logger-0-1.wav,ductile iron,zone 2,0.3111 MPa,0.15 ms,NA,0,,5fef1674f6315f7a6324ce16f98b3fd3,gebd2f87f75,train
c561239dda450,environmental noise/music_1-NA-noise logger_3-4.wav,NA,NA,NA,NA,music_1,3,,19dec90ec5a7b55c43821af0cf5b5f5e,ge4d8e6b0f6,test
c568c11597717,leak acoustic data/ductile iron-zone 2-0.312 MPa-0.9 ms-hydrophone-0-1_1.wav,ductile iron,zone 2,0.312 MPa,0.9 ms,NA,0,1,e06bb5f06ed6cede96c6a464c5cc6183,g506e358162,train
c56a2c6ca0892,leak acoustic data/ductile iron-NA-0.2437 MPa-3.98 ms-noise logger-0-1.wav,ductile iron,NA,0.2437 MPa,3.98 ms,NA,0,,51b8716ee0f1afb6272ad4e87c43f696,g8bb2546de4,train
c576f9df6e162,environmental noise/engine_6-NA-noise logger_2-3.wav,NA,NA,NA,NA,engine_6,2,,71f037934d86f402b5ba34158ffcbfaf,g73818a446f,val
c577bdb8f8808,no leak acoustic data/pe-NA-NA-NA-noise logger_4-5_12.wav,pe,NA,NA,NA,NA,4,12,f0340c4a61f83f8cfeefc00723820121,g953e24b384,val
c58521959ee09,leak acoustic data/pe-NA-0.1892 MPa-3.59 ms-noise logger-0-1_1.wav,pe,NA,0.1892 MPa,3.59 ms,NA,0,1,2b3bcd3abdbd97595df50a5032ab608a,g632a2e7108,train
c5882dca3e0a9,environmental noise/drilling_3-NA-noise logger_2-3.wav,NA,NA,NA,NA,drilling_3,2,,ac7c4c1e5337d3bff7db0a30a77136e3,g0972f8707d,train
c59310f45faab,leak acoustic data/pe-zone 2-NA-NA-noise logger-0-1_3.wav,pe,zone 2,NA,NA,NA,0,3,84214b42164a926ae484ce14afff58a2,g5142c16106,train
c59494c4e233c,environmental noise/dog_1-NA-noise logger_0-1.wav,NA,NA,NA,NA,dog_1,0,,a8b085d5b67ac259c882da495de6b4b3,g9c6aca4851,train
c5969ebc6bfcb,leak acoustic data/ductile iron-NA-0.3234 MPa-1.20 ms-noise logger-0-1_1.wav,ductile iron,NA,0.3234 MPa,1.20 ms,NA,0,1,f958a706e7d193709480c49597d2f9e4,ge9eb498260,train
c5a4c13d780fb,leak acoustic data/ductile iron-NA-0.2242 MPa-3.90 ms-noise logger-0-1.wav,ductile iron,NA,0.2242 MPa,3.90 ms,NA,0,,47969faa0dc750292c738d5d40296eaf,gf3ca82006e,test
c5adf62854458,leak acoustic data/ductile iron-zone 2-0.3269 MPa-1.40 ms-hydrophone-0-1.wav,ductile iron,zone 2,0.3269 MPa,1.40 ms,NA,0,,5d2826cc7caa93a240ef4e54bd13555d,g7f4abaf898,val
c5b4522e17477,environmental noise/dog_7-NA-noise logger_3-4.wav,NA,NA,NA,NA,dog_7,3,,76d034b2a01e85c98e9cc14e7fc700f8,g4f536cdb1f,train
c5bba62a4a052,environmental noise/engine_1-NA-noise logger_3-4.wav,NA,NA,NA,NA,engine_1,3,,228b53ffb34923d70808f453f8f1016d,gbb537ffe61,train
c5bbf50ad83e0,environmental noise/hydrant-NA-noise logger_1-2.wav,NA,NA,NA,NA,hydrant,1,,a592c9fb0fc27550358d5dc3662c1427,g48faea8687,train
c5c25beb01fd8,no leak acoustic data/pe-zone 1-NA-NA-noise logger_3-4.wav,pe,zone 1,NA,NA,NA,3,,fd4d006b631b472da73daf716c35184a,gb47d734896,train
c5c5903c1822a,leak acoustic data/ductile iron-NA-0.1192 MPa-2.95 ms-noise logger-0-1_1.wav,ductile iron,NA,0.1192 MPa,2.95 ms,NA,0,1,3e69f480352ee5e6bce63ee249aae089,g7bc95f0f9f,train
c5c60005e5f43,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1.wav,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,,f5225af37f1863060293fd15510778cb,ge2e91c6ef4,train
c5c89efaa36f3,no leak acoustic data/pe-zone 2-NA-NA-noise logger_0-1_1.wav,pe,zone 2,NA,NA,NA,0,1,3cbf630a095c1ab9f4ca3a423914443e,gea042922d6,train
c5c8f9d3d19da,no leak acoustic data/pe-zone 2-NA-NA-noise logger_1-2_2.wav,pe,zone 2,NA,NA,NA,1,2,8f9499330f32d1cff7996eba2bdbc40e,gea042922d6,train
c5d3608b6230d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4.wav,ductile iron,NA,NA,NA,NA,3,,e3ee3a1fa82f3c489e4f836be42bbad6,g93f57e4971,train
c5dbb83749d5b,leak acoustic data/pe-NA-0.0717 MPa-2.09 ms-noise logger-0-1.wav,pe,NA,0.0717 MPa,2.09 ms,NA,0,,df3d187b338812daa14c0eb0cc64f44f,gf3e5ccf98e,val
c5e24e8064171,no leak acoustic data/pe-NA-NA-NA-noise logger_3-4.wav,pe,NA,NA,NA,NA,3,,d39fccfe87816c54e165c26f57108917,g953e24b384,val
c5eb4472b1b2e,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_4-5_3.wav,ductile iron,NA,NA,NA,NA,4,3,93509c5f48cc8f8e139bb3a7899a254f,g93f57e4971,train
c5f033e45aca1,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_1-2_4.wav,ductile iron,NA,NA,NA,NA,1,4,031bbf80a94f09487a8a7cfba2643495,g93f57e4971,train
c5f29eeabae8a,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_3-4_2.wav,ductile iron,NA,NA,NA,NA,3,2,47467b0ef62e22153afbada376e77a9f,g93f57e4971,train
c5fa0219bdd8d,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_0-1_16.wav,ductile iron,NA,NA,NA,NA,0,16,f875b168e74983f17852dfa654e38dff,g93f57e4971,train
c5fa80d40409a,leak acoustic data/ductile iron-zone 2-0.312 MPa-0.9 ms-noise logger-0-1_1.wav,ductile iron,zone 2,0.312 MPa,0.9 ms,NA,0,1,8ac328874e62b794bfccfb097e8fbe8c,g506e358162,train
c5ffdab287421,leak acoustic data/ductile iron-zone 2-0.315 MPa-1.34 ms-noise logger-0-1_3.wav,ductile iron,zone 2,0.315 MPa,1.34 ms,NA,0,3,5bdae83b72440edcb955ca4171f03f7e,gafc0f4072f,train
c604d2bdf8a54,no leak acoustic data/pe-zone 2-NA-NA-hydrophone_4-5_1.wav,pe,zone 2,NA,NA,NA,4,1,d4f29d3d58ce2da3bcf49d6fec1421a9,ge461b80ac9,train
c609cf09670e6,leak acoustic data/ductile iron-NA-0.2866 MPa-4.50 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2866 MPa,4.50 ms,NA,0,1,695708608253e9f0b8b3559759e7121f,g6d4387db99,train
c611e16457512,leak acoustic data/ductile iron-NA-0.2425 MPa-4.01 ms-noise logger-0-1_1.wav,ductile iron,NA,0.2425 MPa,4.01 ms,NA,0,1,d38745387af8212f4a94e216e41ff196,g4c6731efc4,test
c61500fa08d75,no leak acoustic data/ductile iron-zone 2-NA-NA-noise logger_2-3_6.wav,ductile iron,zone 2,NA,NA,NA,2,6,8c3534616e2201627c8d92eddfd743a1,g3fbe7ffa72,test
c61b37cbd2848,environmental noise/alarm_1-NA-noise logger_4-5.wav,NA,NA,NA,NA,alarm_1,4,,9a4a2e9eae4ddc59d760477027f1a7d1,g8dd889efaf,val
c61d6fddd9454,leak acoustic data/ductile iron-zone 2-0.31 MPa-1.16 ms-noise logger-0-1_2.wav,ductile iron,zone 2,0.31 MPa,1.16 ms,NA,0,2,4558402696d346bca4d675dd3801659b,ge2e91c6ef4,train
c620fa5ef58ff,no leak acoustic data/pe-zone 2-NA-NA-noise logger_4-5_4.wav,pe,zone 2,NA,NA,NA,4,4,edbdb4407356ab41cf377a2fff3ef452,gea042922d6,train
c6236482dc10c,no leak acoustic data/ductile iron-NA-NA-NA-noise logger_2-3_6.wav,ductile iron,NA,NA,NA,NA,2,6,819c2fb3bf7c5b664102e6eab3d59450,g93f57e4971,train
